SLPS_015.43;Neko Zamurai (Japan) (Disc 1);
SLPS_015.44;Neko Zamurai (Japan) (Disc 2);
SLPS_015.45;Neko Zamurai (Japan) (Disc 3);
"SLPS_022.38
SLPS_029.74";Neo Atlas II (Japan);
SLPS_029.52;Uchuu Senkan Yamato - Eiyuu no Kiseki (Japan);
SLPS_029.44;Pandora Max Series Vol. 5 - Gochachiru (Japan);
SLPS_015.69;Cocktail Harmony (Japan);
SLPS_011.93;Noel - La Neige (Japan) (Disc 1);
SLPS_011.94;Noel - La Neige (Japan) (Disc 2);
SLPS_011.95;Noel - La Neige (Japan) (Disc 3);
SLPS_011.90;Noel - La Neige (Japan) (Disc 1) (Special Edition);
SLPS_011.91;Noel - La Neige (Japan) (Disc 2) (Special Edition);
SLPS_011.92;Noel - La Neige (Japan) (Disc 3) (Special Edition);
"SCPS_100.42
SCPS_450.96
SCPS_911.26";Minna no Golf (Japan, Asia);
"SCPS_454.16
SLPM_873.94
SLPS_021.70
SLPS_027.71
SLPS_914.56";Seiken Densetsu - Legend of Mana (Japan, Asia);
"SCPS_454.17
SLPS_021.71";Square's Preview 5 (Japan, Asia);
SLUS_009.04;Q-bert (USA);
SLES_028.50;Ready 2 Rumble Boxing - Round 2 (Europe) (En,Fr,De);
SLUS_014.51;Pink Panther - Pinkadelic Pursuit (USA);
"SCPS_455.03
SLPM_873.91
SLPS_020.03";Final Fantasy IX (Japan, Asia) (Disc 4);
"SCPS_455.02
SLPM_873.90
SLPS_020.02";Final Fantasy IX (Japan, Asia) (Disc 3);
"SCPS_455.01
SLPM_873.89
SLPS_020.01";Final Fantasy IX (Japan, Asia) (Disc 2);
"SCPS_455.00
SLPM_873.88
SLPS_020.00";Final Fantasy IX (Japan, Asia) (Disc 1);
SLPM_865.38;J.League Jikkyou Winning Eleven 2000 (Japan);
SLUS_011.82;Darkstone (USA);
SLUS_001.19;Die Hard Trilogy (USA) (Rev 1);
SLUS_004.69;One (USA);
SLPS_012.72;Rittai Ninja Katsugeki - Tenchu (Japan);
SLPS_030.40;Rittai Ninja Katsugeki - Tenchu 2 (Japan);
SLPS_015.93;Over Drivin' III - Hot Pursuit (Japan);
SLPS_008.95;Over Drivin' II (Japan);
SLPS_003.27;Over Drivin' DX (Japan);
SCUS_945.08;2Xtreme (USA);
SLPS_014.94;Trap Gunner (Japan);
"SLPS_018.55
SLPS_911.88";Armored Core - Master of Arena (Japan) (Disc 1);
"SLPS_018.56
SLPS_911.89";Armored Core - Master of Arena (Japan) (Disc 2);
"SLUS_004.53
SLUS_004.53GH";Mega Man 8 (USA);
SLPS_011.30;Armored Core - Project Phantasma (Japan);
"SCPS_453.68
SLPM_868.44
SLPS_017.17";Bomberman (Japan, Asia);
"SCPS_452.25
SLPS_013.47";Bomberman Wars (Japan, Asia);
SLPM_871.53;Shin Megami Tensei If... (Japan) (Anniversary Pack);
SLPS_007.77;Kyousouba Ikusei Simulation - Derby Stallion (Japan);
SLPS_022.99;Kyousouba Ikusei Simulation - Derby Stallion 99 (Japan);
SLUS_000.45;Project Overkill (USA);
"SLPM_866.16
SLPS_005.20";Psychic Force (Japan);
"SCPS_454.47
SLPM_873.95
SLPS_023.64
SLPS_027.77
SLPS_914.64";Chrono Cross (Japan, Asia) (Disc 1);
"SCPS_454.48
SLPM_873.96
SLPS_023.65
SLPS_027.78
SLPS_914.65";Chrono Cross (Japan, Asia) (Disc 2);
SLUS_014.78;Big Strike Bowling (USA);
SLUS_014.27;Atari Anniversary Edition Redux (USA);
SLUS_011.23;Miss Spider's Tea Party (USA);
SLUS_015.08;Bratz - Dress Up, Get Down and Be a Bratz Superstar! (USA) (En,Fr,Es);
SLUS_002.32;Pandemonium! (USA);
SCUS_949.00;Crash Bandicoot (USA);
"SLUS_011.06
SLUS_011.06CE";Walt Disney World Quest - Magical Racing Tour (USA);
SLUS_015.02;NASCAR Thunder 2003 (USA);
"SLPS_022.16
SLPS_031.38";Syphon Filter (Japan);
SLUS_012.10;Disney Presents Tigger's Honey Hunt (USA);
SLPS_004.19;Shock Wave (Japan);
SLPS_020.99;Over Drivin' IV (Japan);
"SCPS_100.29
SCPS_910.68";I.Q - Intelligent Qube (Japan);
"SLPM_860.07
SLPM_860.67";Vandal Hearts - Ushinawareta Kodai Bunmei (Japan);
"SLPS_035.81
SLPS_910.64";Armored Core (Japan) (Rev 1);
SLPS_028.72;Kids Station - Bokura to Asobou! Ultraman TV (Japan) (Controller Set);
SLPM_861.50;Dance! Dance! Dance! (Japan);
SLPM_860.24;Jikkyou Powerful Pro Yakyuu '97 - Kaimakuban (Japan);
"SLPM_862.65
SLPM_865.77";Guitar Freaks (Japan);
SLUS_008.79GH;Final Fantasy Anthology - Final Fantasy V (USA) (Rev 1);
SLUS_009.00GH;Final Fantasy Anthology - Final Fantasy VI (USA) (Rev 1);
SLUS_000.78;Zoop - America's Largest Killer of Time! (USA);
"SCPS_101.17
SCPS_454.58";Gran Turismo 2 (Japan, Asia) (Disc 2) (Gran Turismo);
"SCPS_100.93
SCPS_454.21";Minna no Golf 2 (Japan, Asia);
SCPS_911.97;Minna no Golf 2 (Japan) (Rev 1);
SCUS_943.09;Jet Moto (USA);
SLUS_014.23;Powerpuff Girls, The - Chemical X-Traction (USA) (En,Es);
SLPM_861.84;Beat Mania Append 3rdMix (Japan);
SLUS_003.40;Tecmo's Deception - Invitation to Darkness (USA);
SLUS_013.47;Dave Mirra Freestyle BMX - Maximum Remix (USA);
SCUS_943.02;Destruction Derby (USA);
"SLUS_008.68
SLUS_008.68GH";Vigilante 8 - 2nd Offense (USA);
"SLUS_008.75
SLUS_008.75GH";Spider-Man (USA);
SLES_013.04;Breath of Fire III (Europe);
SLUS_010.91;Urban Chaos (USA);
SLUS_003.83;Machine Head (USA);
SLUS_015.67;Baldies (USA);
SLUS_0009;Defcon 5 - Peace Has a Price... (USA);
SLUS_006.98;O.D.T. (USA);
SLUS_013.13;Jimmy White's 2 - Cueball (USA);
SLUS_010.85;NHL Rock the Rink (USA);
SLUS_014.41;Largo Winch - Commando SAR (USA);
SCUS_949.02;Steel Reign (USA);
"SCPS_100.31
SCPS_450.26
SCPS_910.57
SCPS_913.04";Crash Bandicoot (Japan, Asia);
SLPS_012.80;AbalaBurn (Japan);
SLPS_020.30;Simple 1500 Series Vol. 10 - The Billiard (Japan) (Culture Publishers);
SLPS_024.51;Simple 1500 Series Vol. 15 - The Pachinko (Japan);
SLES_129.65;Final Fantasy IX (Europe) (Disc 2);
SLES_029.65;Final Fantasy IX (Europe) (Disc 1);
SLES_229.65;Final Fantasy IX (Europe) (Disc 3);
SLES_329.65;Final Fantasy IX (Europe) (Disc 4);
SLES_024.23;Front Mission 3 (Europe);
SLES_024.42;Suikoden II (Europe);
SCES_030.43;Legend of Dragoon, The (Europe) (Disc 1);
SCES_130.43;Legend of Dragoon, The (Europe) (Disc 2);
SCES_230.43;Legend of Dragoon, The (Europe) (Disc 3);
SCES_330.43;Legend of Dragoon, The (Europe) (Disc 4);
"SLUS_012.72
SLUS_012.72GH";007 - The World Is Not Enough (USA);
SLUS_014.09;Pipe Dreams 3D (USA);
SLUS_009.24;Star Trek - Invasion (USA);
SLPS_024.46;Simple 1500 Series Vol. 10 - The Billiard (Japan);
SCES_019.23;Team Buddies (Europe) (En,Fr,De);
SCUS_944.56;Disney's Tarzan (USA);
SLES_011.56;Diablo (Europe) (En,Fr,De,Sv);
"SCUS_944.26
SCUS_944.26CE";CTR - Crash Team Racing (USA);
SCES_121.59;Star Ocean - The Second Story (Europe) (Disc 2);
SCES_021.59;Star Ocean - The Second Story (Europe) (Disc 1);
SLUS_900.75;Squaresoft on PlayStation 2000 Collector's CD Vol. 3 (USA);
"SLUS_005.53B
SLUS_005.53D
SLUS_005.53G
SLUS_005.53H";Alundra (USA) (Rev 1);
SLPS_030.76;Doraemon 3 - Makai no Dungeon (Japan);
"SCPS_180.02
SCPS_910.70
SCPS_913.07";PaRappa the Rapper (Japan);
"SLPS_006.23
SLPS_910.46";DX Okuman Chouja Game - The Money Battle (Japan);
SLPS_017.58;Yoshimoto Mahjong Club Deluxe (Japan);
SLUS_006.87;Brigandine - The Legend of Forsena (USA);
SLUS_006.14;Azure Dreams (USA);
SCUS_941.82;Armored Core (USA);
SLUS_014.89;Beyblade (USA);
SLES_008.65;Overboard! (Europe);
SLES_001.03;WWF WrestleMania - The Arcade Game (Europe);
SLES_029.66;Final Fantasy IX (France) (Disc 1);
SLES_129.66;Final Fantasy IX (France) (Disc 2);
SLES_229.66;Final Fantasy IX (France) (Disc 3);
SLES_329.66;Final Fantasy IX (France) (Disc 4);
SLES_023.61;NBA Live 2000 (Italy);
SLPS_033.55;Harry Potter to Kenja no Ishi (Japan);
SCUS_943.06;Twisted Metal 2 (USA);
SLUS_007.15;Akuji the Heartless (USA);
"SCUS_942.49
SCUS_943.67";Twisted Metal III (USA) (Rev 1);
SLUS_010.30;Armored Core - Master of Arena (USA) (Disc 1);
SLUS_010.81;Armored Core - Master of Arena (USA) (Disc 2);
SLUS_011.04;Need for Speed - Porsche Unleashed (USA);
SLUS_010.18;Ms. Pac-Man Maze Madness (USA) (Rev 1);
SLUS_013.93;Tiny Toon Adventures - Plucky's Big Adventure (USA);
SCUS_945.64;MediEvil II (USA);
"SLPM_871.02
SLPS_015.25
SLPS_911.38";Bomberman Fantasy Race (Japan);
SLUS_014.07;Bob the Builder - Can We Fix It (USA);
"SLUS_006.83
SLUS_006.83GH";Wheel of Fortune (USA);
SLUS_001.66;Psychic Detective (USA) (Disc 2);
SLUS_001.67;Psychic Detective (USA) (Disc 3);
SLPS_034.08;From TV Animation One Piece - Grand Battle! 2 (Japan);
"SLPM_866.37
SLPM_868.83
SLPM_872.61";Gensou Suiko Gaiden Vol. 1 - Harmonia no Kenshi (Japan);
SLUS_005.97;Granstream Saga, The (USA);
SLES_012.07;LEGO Racers (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi);
SLES_022.98;NHL Championship 2000 (Europe) (En,Fr,De,Sv);
SLES_024.53;Grand Theft Auto 2 (France);
SLES_034.25;World's Scariest Police Chases (Europe);
SLPS_030.07;Simple 1500 Series Vol. 44 - The Card 2 (Japan);
SLES_024.64;Tenchu 2 - Birth of the Stealth Assassins (Italy);
SLPS_024.37;Simple 1500 Series Vol. 1 - The Mahjong (Japan);
SLPS_022.88;Fish On! Bass (Japan);
SLPM_872.51;Shin DX Okuman Chouja Game - Tsukutte! Utte! Oomouke! (Japan);
SLPM_869.71;Simple 1500 Series Vol. 80 - The Jintori (Japan);
SLPM_864.82;Ganbare! Nippon! Olympic 2000 (Japan);
SLPS_000.62;Hyper Formation Soccer (Japan);
SLPM_863.17;Jikkyou J.League 1999 - Perfect Striker (Japan);
SLES_021.18;SaGa Frontier 2 (Germany);
SLUS_011.52;Disney's 102 Dalmatians - Puppies to the Rescue (USA);
"SCPS_450.79
SLPS_008.91";Zero Divide 2 - The Secret Wish (Japan, Asia);
SLPS_009.48;Arkanoid Returns (Japan);
SLPS_028.52;WTC - World Touring Car Championship (Japan);
SCUS_944.55;Gran Turismo 2 (USA) (Arcade Mode) (Rev 1);
SLES_013.55;R-Types (Europe);
SCES_025.46;MediEvil 2 (Russia);
SCED_020.62;Final Fantasy VIII (Europe) (Demo 1);
SLPS_005.19;F1 GP Nippon no Chousen - Dome no Yabou (Japan);
SCUS_944.88;Gran Turismo 2 (USA) (Simulation Mode) (Rev 1);
SLUS_001.17;Warhammer - Shadow of the Horned Rat (USA);
SLPS_002.22;Bio Hazard (Japan);
SLUS_015.03;Harry Potter and the Chamber of Secrets (USA, Canada) (En,Fr,Es);
SLUS_011.29;FoxKids.com - Micro Maniacs Racing (USA);
SLUS_009.21;Lunar - Silver Star Story Complete (USA) (The Making of);
"SLUS_006.28
SLUS_006.28A
SLUS_006.28C";Lunar - Silver Star Story Complete (USA) (Disc 1);
"SLUS_008.99
SLUS_008.99A
SLUS_008.99C";Lunar - Silver Star Story Complete (USA) (Disc 2);
SLUS_001.65;Psychic Detective (USA) (Disc 1);
"PAPX_900.01
SLPS_000.01
SLPS_910.01";Ridge Racer (Japan);
"SLPS_019.24
SLPS_912.17";Super Robot Taisen F - Kanketsu-hen (Japan);
SLES_140.34;Final Fantasy Origins - Final Fantasy II (Europe);
SLES_040.34;Final Fantasy Origins - Final Fantasy (Europe);
SLUS_004.82;RayStorm (USA);
SLUS_003.25;NanoTek Warrior (USA);
SCUS_941.54;Crash Bandicoot 2 - Cortex Strikes Back (USA);
SLUS_000.29;Magic Carpet (USA) (En,Fr,De,Es,Sv);
SLUS_013.81;Saiyuki - Journey West (USA);
SLPS_024.72;Simple 1500 Series Vol. 22 - The Pro Wrestling (Japan);
SCUS_941.03;Jumping Flash! (USA);
SCUS_941.80;Bushido Blade (USA);
SLUS_000.61;Soviet Strike (USA);
SLUS_005.60;Tactics Ogre (USA);
SLUS_007.38;Moto Racer 2 (USA);
"SLPS_008.30
SLPS_911.46";Ace Combat 2 (Japan) (Rev 1);
SLUS_012.04;Warriors of Might and Magic (USA);
SLUS_006.26;Tales of Destiny (USA);
SLUS_013.55;Tales of Destiny II (USA) (Disc 1);
SLUS_013.67;Tales of Destiny II (USA) (Disc 2);
SLPS_005.50;Shin Super Robot Taisen (Japan);
SLUS_013.68;Tales of Destiny II (USA) (Disc 3);
SLES_029.68;Final Fantasy IX (Italy) (Disc 1);
SCUS_942.31;3Xtreme (USA);
SLES_129.68;Final Fantasy IX (Italy) (Disc 2);
SLES_229.68;Final Fantasy IX (Italy) (Disc 3);
SLES_329.68;Final Fantasy IX (Italy) (Disc 4);
SLUS_015.51;Easter Bunny's Big Day (USA);
PAPX_900.20;Koukaku Kidoutai - Ghost in the Shell (Japan) (Demo 2);
SLPS_007.87;Shin Super Robot Taisen - Special Disc (Japan);
SLUS_011.37;ATV - Quad Power Racing (USA);
SCUS_946.39;NFL GameDay 2002 (USA);
SLUS_002.14;Ridge Racer Revolution (USA);
SLPS_001.50;Ridge Racer Revolution (Japan);
SLES_109.75;Resident Evil 2 (Italy) (Disc 2);
SLES_009.75;Resident Evil 2 (Italy) (Disc 1);
SCUS_945.10;NFL GameDay 97 (USA);
SCUS_942.34;NFL GameDay 99 (USA) (Rev 1);
SCUS_941.73;NFL GameDay 98 (USA);
SLPS_000.33;Boxer's Road (Japan);
SLUS_012.49;Ball Breakers (USA);
SCUS_943.01;Wipeout (USA);
"SLUS_006.03
SLUS_006.03GH";Mega Man Legends (USA);
SLUS_006.80;Bomberman World (USA);
SLUS_012.61;Pro Pinball - Fantastic Journey (USA);
SLUS_003.72;Star Gladiator - Episode I - Final Crusade (USA);
SLUS_002.24;Disruptor (USA);
SCUS_946.66;C-12 - Final Resistance (USA);
SLUS_007.54;Bust-A-Move 4 (USA);
SCUS_942.63;Bust A Groove (USA);
PAPX_900.61;Play! '98 Fuyu Taikenban (Japan) (Red Disc);
SLPM_870.50;Dragon Quest Monsters 1 & 2 - Hoshifuri no Yuusha to Bokujou no Nakamatachi (Japan);
SLPS_004.76;Spectral Tower (Japan);
SLPS_013.24;Thoroughbred Breeder - Sekai Seiha-hen (Japan);
SLPS_013.24;Thoroughbred Breeder - Sekai Seiha-hen (Japan) (Rev 1);
SLUS_001.64;Area 51 (USA);
SCED_012.30;Registered Users Demo 03 (Europe);
SLPS_000.91;Exector (Japan);
SCUS_944.88;Gran Turismo 2 (USA) (Simulation Mode) (Rev 2);
SLUS_008.04;No One Can Stop Mr. Domino (USA);
SLUS_015.34;Inuyasha - A Feudal Fairy Tale (USA) (Rev 1);
SLUS_002.30;Spider - The Video Game (USA);
SLES_034.01;Simpsons Wrestling, The (Europe);
SLPS_910.37;Option - Tuning Car Battle (Japan) (Rev 1);
"SCPS_451.87
SLPS_012.94";Bushido Blade 2 (Japan, Asia);
SLES_028.55;Army Men - Operation Meltdown (Europe) (En,Fr,De,Es,It);
SLUS_006.00;Kensei - Sacred Fist (USA);
SLPS_031.60;Monster Farm Jump (Japan);
SLPM_860.35;World Soccer Winning Eleven '97 (Japan);
SLPM_860.55;J.League Jikkyou Winning Eleven 3 (Japan);
"SLPM_800.44
SLPM_874.05
SLPS_004.00";Tobal No. 1 (Japan);
SLPS_004.01;Square's Preview (Japan);
SLPS_910.15;Choro Q Ver. 1.02 (Japan);
SLPS_000.68;J.League Jikkyou Winning Eleven (Japan) (Rev 1);
"SLES_029.06
SLES_029.06_T";Rayman 2 - The Great Escape (Europe) (En,Es,It);
SLES_003.07;Total Drivin (Europe) (En,Fr,De,Es,It,Pt);
SCES_006.50;Rage Racer (Europe);
"SLES_017.49
SLES_017.49#";Smurfs, The (Europe) (En,Fr,De,Es,It,Nl);
SCES_003.44;Crash Bandicoot (Europe) (EDC);
"SLPM_867.21
SLPS_022.36";Jojo no Kimyou na Bouken (Japan);
"SLPS_017.50
SLPS_027.70
SLPS_914.48";Ehrgeiz - God Bless the Ring (Japan);
SLPM_860.12;Breeding Stud - Bokujou de Aimashou (Japan);
SLPS_007.70;Final Fantasy Tactics (Japan);
"SLPM_873.92
SLPS_007.70
SLPS_027.68
SLPS_914.35";Final Fantasy Tactics (Japan) (Rev 1);
SLPM_862.75;SuperLite 1500 Series - Shougi II (Japan);
SLPS_012.04;'98 Koushien - Koukou Yakyuu Simulation (Japan);
SLPS_007.71;Square's Preview 2 (Japan);
SLES_011.00;Riven - The Sequel to Myst (Germany) (Disc 1);
SLES_111.00;Riven - The Sequel to Myst (Germany) (Disc 2);
SLES_211.00;Riven - The Sequel to Myst (Germany) (Disc 3);
SLES_311.00;Riven - The Sequel to Myst (Germany) (Disc 4);
SLES_411.00;Riven - The Sequel to Myst (Germany) (Disc 5);
SLES_008.54;G-Police (Germany) (Disc 1);
SLES_108.54;G-Police (Germany) (Disc 2);
SLES_023.70;CyberTiger (Europe) (En,Fr,De,Es,Sv);
"SLES_021.96
SLES_021.96#";World Championship Snooker (Europe) (En,Fr,De);
SLUS_900.66;Dino Crisis (USA) (Demo);
SLPS_910.13;Theme Park (Japan) (Rev 1);
SLES_007.94;Discworld II - Mortellement Votre (France);
SCES_027.77;Formula One 2000 (Europe) (En,Fi);
SCES_015.66;X-Files, The (France) (Disc 1);
SCES_115.66;X-Files, The (France) (Disc 2);
SCES_215.66;X-Files, The (France) (Disc 3);
SCES_315.66;X-Files, The (France) (Disc 4);
SLES_038.67;Sven-Goeran Eriksson's World Challenge (Europe);
SLUS_007.16;You Don't Know Jack (USA) (Disc 1);
SCUS_943.05;Warhawk - The Red Mercury Missions (USA);
SLUS_007.62;You Don't Know Jack (USA) (Disc 2);
SLUS_014.01;Zoboomafoo - Leapin' Lemurs! (USA);
SLPM_862.79;SuperLite 1500 Series - Shichuu Suimei - Mark Yazaki Kanshuu (Japan);
SLPM_862.58;SuperLite 1500 Series - Mahjong II (Japan);
SLPM_865.83;SuperLite 1500 Series - Memories Off (Japan);
SLPS_028.43;Simple 1500 Jitsuyou Series Vol. 02 - Katei no Fuusui (Japan);
SLPS_033.09;Simple Character 2000 Series Vol. 01 - Kidou Senshi Gundam - The Gunjin Shougi (Japan);
"SLES_019.76
SLES_019.76#
SLES_019.76#2";Driver (France);
SLPM_860.42;Gradius Gaiden (Japan);
"SLPS_004.72
SLPS_017.31
SLPS_032.96";Stone Walkers (Japan);
SCUS_945.56;NFL GameDay 2000 (USA);
SCUS_945.75;NFL GameDay 2001 (USA);
SLED_009.66;radicalgames@psygnosis (Europe);
SLPS_011.00;Tales of Destiny (Japan);
SLUS_003.48;Hexen (USA);
SLUS_007.06;Tenchu - Stealth Assassins (USA);
SLUS_013.22;Razor Freestyle Scooter (USA);
SLUS_010.17;Alundra 2 - A New Legend Begins (USA);
SLUS_000.01;Air Combat (USA);
SLUS_001.52;Tomb Raider (USA) (Rev 1);
SLUS_014.29;Delta Force Urban Warfare (USA) (En,Fr,Es);
SLUS_010.00;No Fear Downhill Mountain Bike Racing (USA);
SLPS_009.99;Biohazard 2 (Japan) (Trial Edition);
SLES_020.36;Star Wars - Episode I - Die dunkle Bedrohung (Germany);
SLES_035.10#;Strikers 1945 II (Europe);
SCES_010.71;Treasures of the Deep (Germany);
"SLPS_014.21
SLPS_911.48
SLPS_914.05";Kagero - Kokumeikan Shinshou (Japan);
SLPS_015.77;Hissatsu Pachinko Station - Monster House Special (Japan);
SLPS_009.98;Bio Hazard - Director's Cut (Japan);
SLPM_867.22;UFC - Ultimate Fighting Championship (Japan);
SCUS_944.81;Pizza Hut Disc 2 (USA) (EDC);
SCUS_945.05;NFL GameDay (USA);
SLES_034.34;Digimon World (Germany);
"SLPS_025.16
SLPS_914.67";V-Rally - Championship Edition 2 (Japan);
"SLPS_000.35
SLPS_910.11";Mobile Suit Gundam (Japan);
SLUS_002.39;Alone in the Dark - One-Eyed Jack's Revenge (USA);
SLUS_014.57;Italian Job, The (USA);
SLUS_010.25;Ducati World - Racing Challenge (USA);
SCUS_944.23;Ape Escape (USA);
SLUS_012.89;Billiards (USA);
SLUS_002.15;Namco Museum Vol. 1 (USA);
SLUS_009.30;Monkey Magic (USA);
SLES_015.07;Metal Gear Solid (Germany) (Disc 1);
SLES_115.07;Metal Gear Solid (Germany) (Disc 2);
SCES_008.99;Bushido Blade (Europe);
SLES_022.67;Xena - Warrior Princess (Germany);
SLES_036.83;Dragon Ball - Final Bout (Germany);
SLES_033.97;Disney-Pixar Toy Story Racer (Europe) (Fr,De);
SCES_030.25;Walt Disneys Das Dschungelbuch - Groove Party (Germany);
SCES_027.78;Formula One 2000 (Europe) (Fr,De);
"SLES_019.77
SLES_019.77#
SLES_019.77#2";Driver (Italy);
SLES_037.37;Dragon Ball Z - Ultimate Battle 22 (Germany);
SLES_029.05;Rayman 2 - The Great Escape (Europe) (Fr,De);
SCUS_943.58;Cool Boarders 2 (USA);
SLUS_002.89•;Broken Helix (USA) (Rev 1);
SLUS_007.22;Colony Wars - Vengeance (USA, Canada);
SLUS_000.94;Starwinder - The Ultimate Space Race (USA);
SLUS_007.65;Monkey Hero (USA);
SLES_000.45;Casper (Europe) (En,Fr,De);
SLES_039.36;Digimon World 2003 (Europe) (En,Fr,De,Es,It);
SLES_029.21;StarSweep (Europe);
SLES_041.07/GER;All Star Action (Europe) (Disc 1);
SLES_141.07/GER;All Star Action (Europe) (Disc 2);
SLES_008.58;Rascal (Europe);
"SLES_129.96#
SLES_129.96#2
SLES_129.96_P";Driver 2 - Back on the Streets (Italy) (Disc 2) (Rev 1);
SLPS_021.97;Simple 1500 Series Vol. 13 - The Race (Japan) (Culture Publishers);
"SLPS_020.20
SLPS_912.14";Ace Combat 3 - Electrosphere (Japan) (Disc 1);
"SLPS_020.21
SLPS_912.15";Ace Combat 3 - Electrosphere (Japan) (Disc 2);
SLUS_011.94;You Don't Know Jack - Mock 2 (USA);
SLUS_014.06;One Piece Mansion (USA);
SLUS_012.35;Rayman 2 - The Great Escape (USA) (En,Fr,Es);
SLUS_001.83;Zero Divide (USA);
SLPS_000.83;Zero Divide (Japan);
SLUS_006.86;Uprising X (USA);
"SLUS_007.74
SLUS_007.74GH";X-Men - Mutant Academy (USA);
SCPS_101.04;Pocket Jiman (Japan);
SLUS_002.54;Pitfall 3D - Beyond the Jungle (USA);
SLUS_013.23;Armored Core (USA) (Rerelease);
SLUS_013.36;Time Crisis - Project Titan (USA);
SLUS_004.44;Brahma Force - The Assault on Beltlogger 9 (USA);
SLUS_004.58;Forsaken (USA);
SCUS_941.02;Kileak - The DNA Imperative (USA);
SLUS_013.32;King of Fighters '99, The (USA);
SLUS_012.13;Land Before Time, The - Great Valley Racing Adventure (USA);
SLES_000.25;Swagman (Europe) (En,Fr,De);
SLES_004.38;Andretti Racing (Europe);
SLUS_006.41;Fighter Maker (USA);
SLES_036.47;Tony Hawk's Pro Skater 3 (Germany);
"SLES_031.36
SLES_031.36_P
SLES_031.36_T";007 - Die Welt Ist Nicht Genug (Germany);
"SLES_039.19
SLES_039.19/GER";Delta Force Urban Warfare (Germany);
SLES_041.17;FIFA Football 2004 (Germany);
SCPS_100.28;Wild Arms (Japan);
SCED_019.88;Registered Users Demo 06 (Europe);
SLUS_004.95;WWF War Zone (USA);
SLUS_005.57;Lode Runner (USA);
SCUS_944.08;Project - Horned Owl (USA);
"SLUS_005.30
SLUS_005.30GH";Croc - Legend of the Gobbos (USA);
SCES_006.02;Z (Germany);
SLES_000.17;Prince Naseem Boxing (Europe) (En,Fr,De,Es,It);
SLES_032.28;Army Men - Air Attack 2 (Germany);
SLES_022.13;Glover (Europe) (En,Fr,De,It);
SLES_002.84;Space Jam (Europe);
SLES_031.40;FIFA 2001 (Europe) (En,De,Es,Nl,Sv);
SLES_009.14;FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,Nl,Sv);
SLES_036.05;BDFL Manager 2002 (Germany);
SLES_015.44;Premier Manager Ninety Nine (Europe);
SLES_017.66;Player Manager Ninety Nine (Germany);
SLES_002.58;Break Point (Europe) (En,Fr);
SLPS_006.43;Umihara Kawase Shun (Japan);
SLUS_014.58;Rayman Rush (USA);
SLES_010.47;Men in Black - The Game (Europe);
SLES_022.53;Warpath - Jurassic Park (Europe) (En,Fr,De);
SLES_002.78;Bust-A-Move 2 - Arcade Edition (Europe);
SLES_014.55;NBA Live 99 (Germany);
SLES_025.63;Anstoss - Premier Manager (Germany);
SLES_003.13;NHL Powerplay (Europe);
SLES_017.61;Action Man - Mission Xtreme (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi);
SLES_028.06;UEFA Challenge (Europe) (En,Fr,De,Nl);
SLES_039.45;Austin Powers Pinball (Europe) (En,Fr,De);
SLUS_012.66;Fear Effect 2 - Retro Helix (USA) (Disc 1);
SLUS_012.75;Fear Effect 2 - Retro Helix (USA) (Disc 2);
SLUS_012.76;Fear Effect 2 - Retro Helix (USA) (Disc 3);
SLUS_012.77;Fear Effect 2 - Retro Helix (USA) (Disc 4);
SLES_013.17;Virus - It Is Aware (Europe) (En,Fr,De,Es,It);
SLUS_001.98;VR Golf '97 (USA) (En,Fr);
"SLUS_000.67
SLUS_000.67GHA";Castlevania - Symphony of the Night (USA);
SLUS_004.25;Wild 9 (USA);
SLES_009.69;Resident Evil - Director's Cut (Europe);
SLED_009.77;Resident Evil 2 (Europe) (Preview);
SLUS_007.25;Bust-A-Move '99 (USA);
SLUS_012.60;Pro Pinball - Big Race USA (USA);
SLUS_001.02;Powerslave (USA);
SLES_012.35;Tommi Maekinen Rally (Italy);
SLES_024.82;Missile Command (Europe) (Fr,De);
SLES_020.96;Beatmania (Europe);
SLES_029.43;Equestriad 2001 (Europe) (En,De,Es);
SLES_005.26;Pandemonium! (Europe);
SCES_012.90;Zero Divide 2 - The Secret Wish (Spain);
SLES_025.51;Tiger Woods PGA Tour 2000 (Europe) (En,Fr,De,Es,Sv);
SLES_024.02;Manager de Liga (Spain);
SLUS_004.04;Ace Combat 2 (USA);
"SLPM_871.84
SLPS_019.21
SLPS_912.00";Devil Summoner - Soul Hackers (Japan) (Disc 1);
"SLPM_871.85
SLPS_019.22
SLPS_912.01";Devil Summoner - Soul Hackers (Japan) (Disc 2);
SLPS_019.23;Persona 2 - Tsumi - Innocent Sin (Japan) (Demo);
SLPS_010.08;Einhaender (Japan);
SLPS_034.44;Simple Character 2000 Series Vol. 08 - Kagaku Ninja-tai Gatchaman - The Shooting (Japan);
SLPS_003.03;Gradius Deluxe Pack (Japan);
SLPM_860.37;Salamander Deluxe Pack Plus (Japan);
SLPS_012.36;R-Types (Japan);
SLPS_004.07;Strikers 1945 (Japan);
SLES_017.34;Metal Gear Solid (Spain) (Disc 1) (Rev 1);
"SLES_117.34
SLES_117.34#2";Metal Gear Solid (Spain) (Disc 2) (Rev 1);
