SCES_121.03;Shadow Madness (Spain) (Disc 2);
SCES_030.08;Disney Aladdin - La Venganza de Nasira (Spain);
SLES_029.23;Tiny Toon Adventures - Toonenstein - Dare to Scare! (Europe);
SLES_028.61;Sydney 2000 (Spain);
SLES_027.50;Jungla de Cristal Trilogia 2 - Viva Las Vegas (Spain);
SLES_024.08;Disney-Pixar Toy Story 2 - Buzz Lightyear al Rescate! (Spain);
SLES_030.99;Disney Pato Donald - Cuac Attack (Spain);
SLUS_005.15;Lost World, The - Jurassic Park - Special Edition (USA);
SLPS_000.16;Jikkyou Powerful Pro Yakyuu '95 (Japan) (Rev 1);
SLES_035.23;Men in Black - The Series - Crashdown (Spain);
SCES_004.14;Broken Sword - La Leyenda de los Templarios (Spain);
SCES_008.02;Broken Sword II - Las Fuerzas del Mal (Spain);
SLES_022.11;Dino Crisis (Spain);
SLES_032.25;Dino Crisis 2 (Spain);
SLES_022.05;Jade Cocoon - La Leyenda de Tamamayu (Spain);
SCES_020.13;Kurushi Final (Spain);
SLES_020.26;Legacy of Kain - Soul Reaver (Spain);
SLES_035.14;Hugo - Black Diamond Fever (Europe) (Es,It,Pt);
"SLES_028.93
SLES_028.93#";Disney Dinosauri (Italy);
SLES_015.99;Egypt 1156 A.C. - L'Enigma della Tomba Reale (Italy);
SLES_014.70;Asteroids (Italy);
SLES_008.63;Colony Wars (Italy) (Disc 1);
SLES_108.63;Colony Wars (Italy) (Disc 2);
SLES_031.18;F1 Championship Season 2000 (Italy);
SLES_027.24;F1 2000 (Italy);
SLES_018.08;Hugo 2 (Italy);
SLES_014.11;O.D.T. (Italy);
SLES_008.55;G-Police (Italy) (Disc 1);
SLES_108.55;G-Police (Italy) (Disc 2);
SLES_004.52;Robo Pit (Europe);
SLES_012.08;San Francisco Rush - Extreme Racing (Europe) (En,Fr,De,Es,It);
"SLES_004.64
SLES_004.64#
SLES_004.64#2";Heart of Darkness (Italy) (Disc 1);
"SLES_104.64
SLES_104.64#
SLES_104.64#2";Heart of Darkness (Italy) (Disc 2);
SCES_030.35;Disney La Sirenetta II (Italy);
SCES_038.74_P;Disney Lilo & Stitch - Grossi Guai alle Hawaii (Italy);
"SLES_035.22
SLES_035.22#";Men in Black - The Series - Crashdown (Italy);
SLES_038.33;2002 FIFA World Cup (Italy);
SLES_031.31;NBA Live 2001 (Italy);
SLES_034.96;Necronomicon - Ispirato alle opere di H.P. Lovecraft (Italy) (Disc 1);
SLES_134.96;Necronomicon - Ispirato alle opere di H.P. Lovecraft (Italy) (Disc 2);
SLES_036.40;Disney Pippo Giochi Pazzi (Italy);
SLES_028.89/P;Spider-Man (Italy);
SLES_020.37;Star Wars - Episodio I - La Minaccia Fantasma (Italy);
SCES_130.47;Legend of Dragoon, The (Spain) (Disc 2);
"SCES_037.00
SCES_037.00_P";Syphon Filter 3 (Italy);
SLES_032.58_P;Disney Tigro e la Caccia al Miele (Italy);
SCES_230.47;Legend of Dragoon, The (Spain) (Disc 3);
SCES_330.47;Legend of Dragoon, The (Spain) (Disc 4);
SCES_017.03;This Is Football (Italy);
SCES_019.11;Syphon Filter (France);
"SLES_039.35
SLES_039.35#";Cleopatra Fortune (Europe);
SLES_015.97;Egypte 1156 AV. J.-C. - L'Enigme de la Tombe Royale (France);
SLES_005.88;Crusader - No Remorse (France);
SLES_010.88;Forsaken (Italy);
SLES_010.28;Actua Soccer 2 (Italy);
SCES_012.33;Spice World (Italy);
SLES_006.43;Star Wars - Rebel Assault II - The Hidden Empire (Italy) (Disc 1);
SLES_106.43;Star Wars - Rebel Assault II - The Hidden Empire (Italy) (Disc 2);
SLES_025.80;UEFA Champions League - Season 1999-2000 (Italy);
SLES_040.01;M&M's - Shell Shocked (France);
SLES_021.37;Aironauts (Europe) (En,Fr,De);
SLES_016.67;Hugo (Italy);
"SCES_039.40
SCES_039.40/ITA/P";Disney Il Pianeta del Tesoro (Italy);
SCES_030.26;Walt Disney Il Libro della Giungla - Il Ballo della Giungla (Italy);
SLES_014.50;Knockout Kings 99 (France);
SLES_013.41;Absolute Football (France) (En,Fr,De,Es,It,Pt);
SLES_036.93;Barbie - Aventuriere (France);
SCES_015.20;Disney-Pixar A Bug's Life (France);
SCES_030.04;Disney Aladdin - La Revanche de Nasira (France);
SCES_038.72_P;Disney Lilo & Stitch - Ouragan sur Hawai (France);
SLES_133.49;Dracula 2 - Le Dernier Sanctuaire (France) (Disc 2);
SLES_127.58;Dracula - Resurrection (France) (Disc 2);
SLES_041.66;FIFA Football 2005 (France);
SLES_008.53;G-Police (France) (Disc 1);
SLES_108.53;G-Police (France) (Disc 2);
SLES_031.22;Knockout Kings 2001 (France);
SLES_031.29;NBA Live 2001 (France);
SLES_037.19;NBA Live 2002 (France);
SLES_034.94;Necronomicon - L'Aube des Tenebres (France) (Disc 1);
SLES_134.94;Necronomicon - L'Aube des Tenebres (France) (Disc 2);
SLES_031.84;Pour l'Or et la Gloire - La Route d'Eldorado (France);
SCES_022.86/P;Syphon Filter 2 (France) (Disc 1) (Rev 1);
SCES_122.86/P;Syphon Filter 2 (France) (Disc 2) (Rev 1);
"SCES_036.98
SCES_036.98_P";Syphon Filter 3 (France);
SLES_037.95;Pro Evolution Soccer (Europe) (En,Fr,De);
SLES_031.35;007 - Le Monde ne Suffit Pas (France);
SCES_030.14/P;Disney Kuzco - L'Empereur Megalo (France);
SCES_039.38;Disney La Planete au Tresor (France);
SLES_024.05;Disney-Pixar Toy Story 2 - Buzz l'Eclair a la Rescousse ! (France);
SCES_028.13;Chase the Express (France) (Disc 1);
SCES_128.13;Chase the Express (France) (Disc 2);
SCES_037.11;Disney Peter Pan - Aventures au Pays Imaginaire (France);
SLES_034.40;Duke Nukem - Land of the Babes (France);
SLES_039.78;FIFA Football 2003 (France);
SCES_030.73;Monde des Bleus 2, Le (France);
SLES_030.64;LNF Stars 2001 (France);
SCES_024.88;Barbie - Sports Extreme (France);
SLES_012.66;Coupe du Monde 98 (France);
SCES_030.33;Disney La Petite Sirene 2 (France);
SLES_039.69;NBA Live 2003 (France);
SLES_027.05;UEFA Euro 2000 (France);
SLES_041.16;FIFA Football 2004 (France);
SLES_031.74;Louvre - L'Ultime Malediction (France) (Disc 1);
SLES_131.74;Louvre - L'Ultime Malediction (France) (Disc 2);
SLES_017.46;UEFA Champions League - Stagione 1998-99 (Italy);
SLES_033.47;F1 World Grand Prix (Italy);
"SCES_037.49
SCES_037.49#";Disney Pooh e Tigro! E Qui la Festa (Italy);
SLES_023.95;Michelin Rally Masters - Race of Champions (Europe) (Fr,Es,It);
SLES_037.21;NBA Live 2002 (Italy);
SLES_023.19;FIFA 2000 (Italy);
"SCES_037.65
SCES_037.65#
SCES_037.65_P";Disney-Pixar Monsters & Co. - L'Isola dello Spavento (Italy);
SLES_012.84;Premier Manager 98 (Italy);
SLES_038.98;Moorhen 3 - Chicken Chase (Europe) (Es,It);
SLES_014.59;R-C Stunt Copter (Europe);
SLES_020.27;Legacy of Kain - Soul Reaver (Italy);
"SLES_028.05
SLES_028.05/P";Alone in the Dark - The New Nightmare (Italy) (Disc 1);
SLES_027.61;Dracula - La Risurrezione (Italy) (Disc 1);
SLES_127.61;Dracula - La Risurrezione (Italy) (Disc 2);
SLES_022.10;Dino Crisis (Italy);
SCES_019.13;Syphon Filter (Italy);
"SLES_128.05
SLES_128.05/P";Alone in the Dark - The New Nightmare (Italy) (Disc 2);
SLES_038.68;Marcel Desailly Pro Football (France);
"SLES_035.20
SLES_035.20#
SLES_035.20#2";Men in Black - The Series - Crashdown (France);
SLES_034.80;Qui Veut Gagner des Millions (France);
SLES_029.89;Silent Bomber (France);
SLES_028.87/P;Spider-Man (France);
SCES_038.20;Stuart Little 2 (France);
SLES_032.42;TechnoMage - En Quete de L'Eternite (France);
"SLES_017.42
SLES_017.42#";Warzone 2100 (France);
SLES_040.62;Trickshot (Europe);
SLES_008.12;Xenocracy - The Ultimate Solar War (France);
SLES_026.98;Resident Evil 3 - Nemesis (Ireland);
SLES_009.22;ReBoot (Europe);
SCES_030.16/P;Disney Le Follie dell'Imperatore (Italy);
SLES_032.14;Blade (France);
SLES_034.35;Digimon World (France);
SCES_019.17;G-Police - Weapons of Justice (France);
"SLES_022.02
SLES_022.02#";Jade Cocoon - Story of the Tamamayu (France);
SLES_024.62;Tenchu 2 - Birth of the Stealth Assassins (France);
SLES_023.98#;Grandia (France) (Disc 1);
SLES_123.98#;Grandia (France) (Disc 2);
SLES_028.98;Koudelka (France) (Disc 1);
SLES_128.98;Koudelka (France) (Disc 2);
SLES_228.98;Koudelka (France) (Disc 3);
SLES_328.98;Koudelka (France) (Disc 4);
SLES_006.60;Wing Commander IV - The Price of Freedom (France) (Disc 1);
SLES_106.60;Wing Commander IV - The Price of Freedom (France) (Disc 2);
SLES_206.60;Wing Commander IV - The Price of Freedom (France) (Disc 3);
SLES_306.60;Wing Commander IV - The Price of Freedom (France) (Disc 4);
PCPX_960.87;Granstream Denki - The Granstream Saga (Japan) (Demo);
SLES_036.38;Disney Dingo Une Journee de Dingue! (France);
SLES_028.91;Disney Dinosaure (France);
SCES_030.24;Walt Disney Le Livre de la Jungle - Groove Party (France);
SLES_033.12;Disney-Pixar Les Aventures de Buzz L'Eclair (France);
SCES_037.63_P;Disney-Pixar Monstres & Cie - L'ile de l'Epouvante (France);
SCES_010.74;Ghost in the Shell (France);
SLES_033.33;Tomb Raider - Sur les Traces de Lara Croft (France);
SCES_020.28;Ape Escape (France);
SLES_003.05;Blazing Dragons (France);
SLES_027.47;Die Hard Trilogy 2 - Viva Las Vegas (France);
SLES_039.48;Yu-Gi-Oh! Forbidden Memories (France);
SLES_006.56;Star Wars - Rebel Assault II - The Hidden Empire (France) (Disc 1);
SLES_106.56;Star Wars - Rebel Assault II - The Hidden Empire (France) (Disc 2);
SLES_021.13;SaGa Frontier 2 (France);
SLES_009.05;NASCAR 98 (Europe);
SLES_001.70;City of Lost Children, The (Europe) (En,Es,It);
SLES_007.47;All Star Soccer (Europe) (En,Fr,De,It);
SLES_040.17;Ballerburg (Europe);
SLES_002.92;Crypt Killer (Europe);
SLES_029.00;Koudelka (Italy) (Disc 1);
SLES_129.00;Koudelka (Italy) (Disc 2);
SLES_229.00;Koudelka (Italy) (Disc 3);
SLES_329.00;Koudelka (Italy) (Disc 4);
SCES_008.01;Broken Sword II - La Profezia dei Maya (Italy);
SCES_019.20;G-Police - Weapons of Justice (Italy);
SCES_020.06;Disney Libro Animato Creativo - Mulan (Italy);
"SCES_021.52
SCES_021.52/T1";A Sangue Freddo (Italy) (Disc 1);
"SCES_121.52
SCES_121.52/T2";A Sangue Freddo (Italy) (Disc 2);
SCES_023.68;Barbie - Race & Ride (Italy);
"SCES_030.06
SCES_030.06/P";Disney Aladdin - La Vendetta di Nasira (Italy);
SCES_030.75;This Is Football 2 (Italy);
"SCES_033.66
SCES_033.66_P
SCES_033.66_T";C-12 - Final Resistance (Europe) (Es,It);
SLES_019.40;40 Winks (Italy);
"SCES_035.39
SCES_035.39_P";Disney Atlantis - L'Impero Perduto (Italy);
SCES_037.13_P;Disney Peter Pan - L'Avventura nell'Isola che non c'e (Italy);
SLES_006.40;Star Wars - Dark Forces (Italy);
SLES_006.93;Excalibur 2555 A.D. (Italy);
SLES_008.14;Xenocracy - The Ultimate Solar War (Italy);
SLES_012.20;Batman & Robin (Italy);
SLES_014.07;Colony Wars - Vengeance (Italy);
SLES_022.41;Tomb Raider - The Last Revelation (Italy);
SLES_026.10;Star Wars - Episodio I - Jedi Power Battles (Italy);
SLES_026.30;Army Men - Sarge's Heroes (Italy);
SLES_027.07;UEFA Euro 2000 (Italy);
SLES_031.45;FIFA 2001 (Italy);
SLES_031.09;Aztec - The Curse in the Heart of the City of Gold (Europe) (Es,It);
SLES_031.60;Louvre - La Maledizione Finale (Italy) (Disc 1);
SLES_131.60;Louvre - La Maledizione Finale (Italy) (Disc 2);
SLES_032.29;Army Men - Air Attack 2 (Italy);
SLES_033.05;LEGO Isola 2 - La Rivincita del Briccone (Italy);
SLES_036.77;Kirikou (Europe) (Es,It,Pt);
SLES_039.17;Chi Vuol Essere Milionario Seconda Edizione (Italy);
SLES_039.70;NBA Live 2003 (Italy);
SLES_039.80;FIFA Football 2003 (Italy);
SLES_041.19;FIFA Football 2004 (Italy);
SCES_028.15;Chase the Express (Italy) (Disc 1);
SCES_128.15;Chase the Express (Italy) (Disc 2);
SLES_012.94;Versailles - Complotto alla Corte del Re Sole (Italy);
SLES_041.62;All Music Dance! (Italy);
SLES_016.66;Hugo (Europe);
SCES_007.42;RayStorm (Europe);
SLES_004.66;Arcade's Greatest Hits - The Atari Collection 1 (Europe);
SLES_025.14;NHL Blades of Steel 2000 (Europe);
SLES_027.58;Dracula - Resurrection (France) (Disc 1);
"SLES_032.56
SLES_032.56_P";Disney Winnie l'Ourson - La Chasse au Miel de Tigrou (France);
SCED_011.42;Essential PlayStation 11 (Europe);
"SLPS_016.99
SLPS_028.55";Daisenryaku - Master Combat (Japan);
SLPS_000.54;Yaoi Jun'ichi Gokuhi Project - UFO o Oe!! (Japan);
SLPS_018.40;Refrain Love 2 (Japan) (Disc 1);
SLPS_018.41;Refrain Love 2 (Japan) (Disc 2);
SLES_010.21;Sensible Soccer (Europe) (En,Fr,De,Es,It,Nl);
SLPS_015.83;Game Maker, The - Ureyuki 100-manbon Get da ze! (Japan);
SLPS_008.52;Spider - The Video Game (Japan);
SLPS_007.11;Queen's Road (Japan);
SLPS_014.02;Lupin 3sei (Japan);
"SLPS_029.62
SLPS_034.15";Black-Matrix + (Japan) (Disc 1);
"SLPS_029.63
SLPS_034.16";Black-Matrix + (Japan) (Disc 2);
SLPM_862.24;Tokimeki Memorial Drama Series Vol. 3 - Tabidachi no Uta (Japan) (Disc 1);
SLPM_862.25;Tokimeki Memorial Drama Series Vol. 3 - Tabidachi no Uta (Japan) (Disc 2);
SLPM_801.09;Dengeki PlayStation D2 (Japan);
SLPS_008.29;Riot Stars (Japan);
SLPM_866.51;Hunter x Hunter - Maboroshi no Greed Island (Japan);
"SLPS_003.50
SLPS_915.14";Samurai Spirits - Zankurou Musouken (Japan);
SLPM_805.13;Dengeki PlayStation D - Konami Fanbook (Japan);
SLPS_018.36;Dream Circus (Japan);
SLPS_031.61;Ongaku Tkool 3 (Japan);
SLPS_024.05;Art Camion - Geijutsuden (Japan);
SLPS_004.35;Megatudo 2096 (Japan);
SLPM_860.99;Magical Medical (Japan);
SLES_031.71;Juega con los Teletubbies (Spain);
SLES_031.70;Gioca con i Teletubbies (Italy);
SLES_004.85;Tomb Raider (France);
SLES_012.04#3;Colin McRae Rally (Italy) (Rev 2);
SLES_036.95;Barbie - Esploratrice (Italy);
SLES_016.04;Atlantis - Segreti d'un Mondo Perduto (Italy) (Disc 1);
SLES_116.04;Atlantis - Segreti d'un Mondo Perduto (Italy) (Disc 2);
SLES_216.04;Atlantis - Segreti d'un Mondo Perduto (Italy) (Disc 3);
SLES_033.51;Dracula 2 - L'Ultimo Santuario (Italy) (Disc 1);
SLES_133.51;Dracula 2 - L'Ultimo Santuario (Italy) (Disc 2);
SLPS_034.59;TV Animation X - Unmei no Sentaku (Japan);
SLES_001.25;Krazy Ivan (Italy);
SLPS_002.22;Bio Hazard (Japan) (Beta) (1996-01-31);
SLES_035.45;Nickelodeon Les Razmoket - 100% Angelica (France);
SLES_026.12;Guy Roux Manager 2000 (France);
"SLES_032.69
SLES_032.69#";Disney le Roi Lion - La Formidable Aventure de Simba (France);
SLES_032.74;Star Wars - Demolition (France);
SLES_028.58;Sydney 2000 (France);
SLES_017.95;Civilization II (France);
SCES_024.87;Barbie - Super Sports (Europe);
SLES_005.05;FIFA 97 (France) (En,Fr,De,Es,It,Sv);
SLES_014.09;O.D.T. (France);
SLES_006.11;Jonah Lomu Rugby (France);
SLES_019.15;Sports Car GT (France);
SLES_015.73;Invasion Vient de l'Espace, L' (France);
SLES_007.19;Tomb Raider II - Starring Lara Croft (France);
SLES_035.97;Taxi 2 (France) (En,Fr);
SLES_008.61;Colony Wars (France) (Disc 1);
SLES_108.61;Colony Wars (France) (Disc 2);
SLES_034.03;Guy Roux Manager 2001 (France);
SLPM_862.30;Segare Ijiri (Japan);
SLES_022.73;Blaster Master - Blasting Again (Europe) (En,Fr,De,Es,It);
SLES_001.24;Agile Warrior - F-111X (Europe);
SLES_029.42;Castrol Honda VTR (Europe) (En,Fr,De,It);
SLES_038.34;2002 FIFA World Cup (Spain);
SCED_018.50;Euro Demo 30 (France);
SCED_018.51;Euro Demo 31 (France);
SCED_018.52;Euro Demo 32 (France);
SCED_018.53;Euro Demo 33 (France);
SCED_018.56;Euro Demo 36 (France);
SLED_020.23;Total Activision Demo (France);
SLED_018.72;Total Play (France) (SLED-01872);
SCED_018.58;Euro Demo 38 (France);
SCED_018.59;Euro Demo 39 (France);
SCED_018.60;Euro Demo 40 (France);
"SLPS_017.37
SLPS_024.67";Susume! Kaizoku - Be Pirates! (Japan);
SLPS_002.95;Mach GoGoGo (Japan);
SLPS_011.06;Guntu - Western Front June, 1944 - Tetsu no Kioku (Japan);
SCED_018.61;Euro Demo 41 (France);
SCED_018.62;Euro Demo 42 (France);
SCED_026.47;Euro Demo 43 (France);
SCED_026.48;Euro Demo 44 (France);
SCED_026.49;Euro Demo 45 (France);
SCED_026.50;Euro Demo 46 (France);
SLES_036.82;David Beckham Soccer (Europe) (Fr,De,Es,It);
SLES_025.62;Parasite Eve II (Italy) (Disc 1);
SLES_125.62;Parasite Eve II (Italy) (Disc 2);
"SLPM_861.65
SLPM_862.89
SLPM_865.95";Angelique - Tenkuu no Requiem (Japan);
SLES_027.80;Reel Fishing II (Europe) (En,De);
SLES_001.51;Revolution X - Music Is the Weapon (Germany);
SLES_010.90;Skullmonkeys (Europe);
SLES_014.05;Colony Wars - Vengeance (France);
SCES_015.16;Disney Tarzan (France);
SLES_029.26;Tiny Toon Adventures - Toonenstein - Le Chateau hante (France);
SLES_011.66;World League Soccer '98 (France);
"SCES_014.94
SCES_014.94_T";MediEvil (Italy);
SLES_012.64;International Superstar Soccer Pro '98 (Italy);
SCES_015.68;X-Files, The (Italy) (Disc 1);
SCES_115.68;X-Files, The (Italy) (Disc 2);
SCES_215.68;X-Files, The (Italy) (Disc 3);
SCES_315.68;X-Files, The (Italy) (Disc 4);
"SCES_022.88/P
SCES_022.88/T1";Syphon Filter 2 (Italy) (Disc 1) (Rev 1);
"SCES_122.88/P
SCES_122.88/T2";Syphon Filter 2 (Italy) (Disc 2) (Rev 1);
SCES_025.67;Dragon Valor (Italy) (Disc 1);
SCES_125.67;Dragon Valor (Italy) (Disc 2);
SLES_006.47;BallBlazer Champions (Spain);
SLES_017.98;Civilization II (Spain);
SLES_008.64;Colony Wars (Spain) (Disc 1);
SLES_108.64;Colony Wars (Spain) (Disc 2);
SLES_027.02;Primera Division Stars (Spain);
SCES_022.79;Pac-Man World - 20th Anniversary (Italy);
SLES_033.04;LEGO Insel 2 - Der Steinbrecher kehrt zurueck (Germany);
SLES_007.39;Arcade's Greatest Hits - The Midway Collection 2 (Europe);
SLES_003.50;Blam! Machinehead (France);
SLES_035.77;Pyjama Sam - Heros du Gouter (France);
SLES_022.21;Suzuki Alstare Challenge (France);
SCES_024.30;Space Debris (France);
SLES_013.19;Breath of Fire III (France);
SLES_032.22;Dino Crisis 2 (France);
SLES_002.52;Firo & Klawd (France);
SLES_009.20;Nuclear Strike (France);
SLES_018.06;Hugo 2 (France);
SCES_030.90;Muppet Monster Adventure (France);
SLES_019.83;Jeff Wayne's La Guerre des Mondes (France);
SCES_007.99;Boucliers de Quetzalcoatl, Les - Les Chevaliers de Baphomet II (France);
SLES_013.60;Guy Roux Football Manager Saison 97-98 (France);
SLES_029.82;Petit Dinosaure, Le - Retour vers la Grande Vallee (France);
SLES_036.28;Sabrina l'Apprentie Sorciere et l'Horloge Cosmique (France);
SLES_014.52;NASCAR 99 (France);
SLES_021.71;Wu-Tang - Shaolin Style (France);
SCES_024.83;Muppet RaceMania (France);
SLES_008.34;Apocalypse (France);
SLES_014.68;Asteroids (France);
SLES_036.58;100% Star (France);
SLES_003.74;MechWarrior 2 - Combat au 31ieme Siecle (France);
SLES_007.57;Ninja - L'Ombre des Tenebres (France);
SLES_001.61;D (France) (Disc 1);
SLES_101.61;D (France) (Disc 2);
SLES_201.61;D (France) (Disc 3);
SLES_033.19;Pierrafeu, Les - Bedrock Bowling (France);
SCES_035.37;Disney Atlantide - L'Empire Perdu (France);
SCES_010.77;Cardinal Syn (France);
SLES_005.73;Cite des Enfants Perdus, La (France);
SLES_036.57;Popstar Maker (Europe);
SLES_008.73;Broken Helix (Europe);
SLES_006.30;Machine Hunter (Europe);
SLES_026.15;Barca Manager 2000 (Spain) (Es,Ca);
SLES_037.18;NBA Live 2002 (Europe);
SLES_033.10;Disney-Pixar Buzz Lightyear of Star Command (Europe);
SLES_006.53;Herc's Adventures (Europe);
SLES_033.73;Egypt II - The Heliopolis Prophecy (Europe);
SLES_002.47;Blazing Dragons (Europe);
SCES_019.44;Legend of Legaia (France);
SCES_023.66;Barbie - Aventure Equestre (France);
SLES_023.52;South Park Rally (Europe, Australia);
SCES_017.71;Destrega (Italy);
SLES_036.71;FIFA Football 2002 (Italy);
SLES_002.27;Resident Evil (France) (EDC);
SLES_039.57;Pro Evolution Soccer 2 (Europe) (Es,It);
SLES_041.67;FIFA Football 2005 (Italy);
SCES_021.76;Sfida al Tetris Magico (Italy);
SCES_038.48;Stuart Little 2 (Italy);
SLES_022.81;Shadow Man (Italy);
SLES_006.41;BallBlazer Champions (Italy);
SCES_020.74;Tiny Tank (Italy);
SLES_024.24;ISS Pro Evolution (Europe) (Es,It);
SLES_014.74;T'ai Fu - Wrath of the Tiger (Italy);
SLES_010.63;Kick Off World Manager (Italy);
SLES_033.14;Disney-Pixar Buzz Lightyear da Comando Stellare (Italy);
SCES_024.32;Space Debris (Italy);
SCES_030.92;Muppet Monster Adventure (Italy);
SLES_014.24;Global Domination (Italy);
SLES_037.52;Quiz Show (Italy) (Disc 1) (CD Gioco);
SLES_137.52;Quiz Show (Italy) (Disc 2) (CD Help e Backstage);
SLES_029.78;Football Manager Campionato 2001 (Italy);
SLES_022.96;Cina - Crimini nella Citta Proibita (Italy);
SLES_031.86;Oro e Gloria - La Strada per El Dorado (Italy);
SLES_016.46;Actua Soccer 3 (Italy);
SLES_036.84;Dragon Ball - Final Bout (Italy);
SLES_005.39;Robotron X (Europe);
SLES_016.05;Atlantis - The Lost Tales (Europe) (En,Es,Nl,Sv) (Disc 1);
SLES_116.05;Atlantis - The Lost Tales (Europe) (En,Es,Nl,Sv) (Disc 2);
SLES_216.05;Atlantis - The Lost Tales (Europe) (En,Es,Nl,Sv) (Disc 3);
SLPS_024.36;J.League Soccer - Jikkyou Survival League (Japan);
SLPM_869.62;Pachi-Slot Kanzen Kouryaku - Takasago Super Project 2 (Japan);
SLPS_001.66;Chibi Maruko-chan - Maruko Enikki World (Japan);
SLPS_028.00;Pocket DigimonWorld (Japan);
SLPS_020.29;Taiyo no Otsuge (Japan);
SLPS_019.30;Fishing Freaks - BassRise (Japan) (Doukon Pack);
"SLPS_032.77
SLPS_914.95";Fever 5 - Sankyo Koushiki Pachinko Simulation (Japan);
SLPM_860.68;Mitsumete Knight (Japan);
SLPS_007.55;Zero4 Champ DooZy-J (Japan);
"SLPS_029.94
SLPS_914.75";Fever 3 - Sankyo Koushiki Pachinko Simulation (Japan);
SLPS_003.28;Ide Yousuke Meijin no Shin Jissen Mahjong (Japan);
SLPM_800.59;ToPoLo (Japan) (Demo);
SLPM_861.73;Mahjong Yarou ze! (Japan);
"SLPS_014.40
SLPS_022.25";Trump Shiyou yo! (Japan);
"SLPS_014.13
SLPS_026.98";K.O. - The Live Boxing (Japan);
SCES_014.31;Disney's Tarzan (Europe);
SCES_022.90;Space Debris (Europe);
SLES_012.93;Versailles - A Game of Intrigue (Europe);
SLES_003.29;NanoTek Warrior (Europe);
SLES_041.28;Truck Rally (Europe);
SLES_007.17;World League Soccer '98 (Europe) (En,Es,It);
SLES_034.12;Tweenies - Game Time (Europe);
SLES_025.77;UEFA Champions League - Season 1999-2000 (Europe);
SLES_028.00;Rayman Junior - Level 3 (Europe) (En,Fr,Es,It);
SLES_031.08;Paris-Marseille Racing (France);
SLPS_001.29;Break Thru! (Japan);
SLPS_006.51;Kuru Kuru Panic (Japan);
SLPM_872.14;Whistle - Fuki Nukeru Kaze (Japan);
SLPM_870.14;Martialbeat (Japan);
SLPS_011.66;Waku Waku Bowling (Japan);
SLPS_027.02;Value 1500 - The Rong Rong (Japan);
SLPS_027.03;Value 1500 - The Shanghai (Japan);
SLPM_866.53;Puzzle Mania (Japan) (Major Wave);
SLPM_866.74;Puzzle Mania 2 (Japan) (Major Wave);
SLPM_870.82;Arcade Hits - Moon Cresta (Japan);
SLPS_035.13;Kids Station - Oshaberi Oekaki - Soreike! Anpanman (Japan);
SLPM_869.31;Kids Station - Mickey to Nakamatachi - Kazu Asobi Iro Iro (Japan);
SLPS_027.94;Colorful Logic (Japan);
"SLPS_015.23
SLPS_030.43";Family Bowling (Japan);
SLPS_003.34;Tsuukai!! Slot Shooting (Japan);
SLPM_866.34;Kuru Kuru Cube (Japan);
SLPM_871.61;SuperLite 1500 Series - KeePer (Japan);
SLPS_004.59;Big Challenge Golf - Tokyo Yomiuri Country Club-hen (Japan);
SLPS_022.18;Pocket Tuner (Japan);
"SCPS_100.24
SCPS_100.25";Victory Zone 2 (Japan);
SLPS_030.60;Kids Station - Hello Kitty no Oshaberi Town (Japan) (Controller Set);
SLPS_021.02;Simulation Pro Yakyuu '99 (Japan);
SLPS_002.66;Shanghai - Great Moments (Japan);
SLPS_027.04;Value 1500 - The Shikinjou (Japan);
SLPS_033.20;Kids Station - Crayon Shin-chan - Ora to Omoide Tsukuru zo! (Japan);
SLPS_031.34;Oh-chan no Oekaki Logic 3 (Japan);
SLPS_035.15;Kids Station - Oshaberi Oekaki - Kikansha Thomas to Nakamatachi (Japan);
SLPS_031.15;Colorful Logic 2 (Japan);
SLPS_011.64;Metal Fist (Japan);
SLPS_018.71;Chou Sentou Kyuugi Vanborg (Japan);
SLPS_008.92;Virtual Bowling - Ten Pin Alley no Kiseki (Japan);
SLPM_860.80;Junclassic C.C. & Rope Club (Japan);
SLPS_025.76;Our Graduation - Mahjong de Pon! Hanafuda de Koi! (Japan) (Disc 1) (Mahjong de Pon!);
SLPS_025.77;Our Graduation - Mahjong de Pon! Hanafuda de Koi! (Japan) (Disc 2) (Hanafuda de Koi!);
SLPS_028.76;Kids Station - Magical Music - Eigo de One, Two, Three! (Japan) (En,Ja);
SLPM_869.33;Kids Station - Kuma no Pooh-san - Mori no Nakama to 1, 2, 3 (Japan);
SLPS_030.57;Kids Station - Asobou! Hanasou! Guru Guru Town Hanamaru-kun (Japan) (Controller Set);
SLPS_033.16;Kids Station - Ultraman Cosmos - Yuusha no Chikai (Japan);
SLPS_033.37;Kids Station - Unten Daisuki - Doki Doki - Norimono Daibouken (Japan);
SLPS_030.02;Bomberman Land (Japan);
SLPS_013.57;Guilty Gear (Japan);
SLUS_007.06;Tenchu - Stealth Assassins (USA) (Rev 1);
SLES_002.14;Ran Soccer (Germany);
SLPS_005.85;Die Hard Trilogy (Japan);
SLPS_009.00;Armored Core (Japan);
SLPS_009.76;Command & Conquer Complete (Japan) (Disc 1) (GDI);
SLPS_009.77;Command & Conquer Complete (Japan) (Disc 2) (NOD);
SLPM_800.32;Over Drivin' DX - Rally Edition (Japan);
SLPS_015.99;Slayers Wonderful (Japan);
"SLES_039.33
SLES_039.33_GER";All Star Racing 2 (Europe);
SLES_034.02;DSF Fussball Manager 2001 (Germany);
